Input	ID_Name_1	ID_CAS_Nr_1	ID_EG_Nr	ID_EG_Annex_Nr	Boiling_Point_Minimum_°C	Melting_Point_Minimum_°C	Flash_Point_Minimum_°C	Vapour_Pressure_25°C_mmHg	Density_25°C_Minimum_kg/L	Viscosity_25°C_Minimum_mPa.s
DataType	string	string	string	string	numeric	numeric	numeric	numeric	numeric	numeric
PARIS III	ethyl (E)-3-(dimethylamino)prop-2-enoate	1117-37-9	NAV	NAV	186.9	-1.06	68.9	5.93E-01	0.96	1.116863
PARIS III	hexyl octanoate	1117-55-1	NAV	NAV	277.4	-30.6	120	2.08E-03	0.87	3.38
PARIS III	hexyl pentanoate	1117-59-5	NAV	NAV	226.3	-63.1	87.9	7.80E-02	0.86	1.78
PARIS III	(2-methyl-6-methylidene-oct-7-en-2-yl) ethanoate	1118-39-4	NAV	NAV	223.61	18.32	85.56	1.05E-02	0.89	1.86
PARIS III	prop-2-enyl 3-oxidanylidenebutanoate	1118-84-9	NAV	NAV	196	-85	75	1.20E-01	1.04	1.26
PARIS III	4-methylpentanal	1119-16-0	NAV	NAV	120.57	-92.71	17.8	1.13E+01	0.8	0.65
PARIS III	dimethyl pentanedioate	1119-40-0	NAV	NAV	214	-42.5	103.3	1.80E-01	1.06	1.21
PARIS III	(E)-hept-3-en-2-one	1119-44-4	NAV	NAV	158.5	-42.24	35.55	5.62E+00	0.84	0.6
PARIS III	5-chloranylpentanoic acid	1119-46-6	NAV	NAV	230	18	102.01	2.61E-02	1.34	4.52
PARIS III	N-butylethanamide	1119-49-9	NAV	NAV	229	15.08	114.5	2.09E-02	0.86	7.99
PARIS III	5-bromanylpent-1-ene	1119-51-3	NAV	NAV	125.5	-93.61	31	1.76E+01	1.25	0.66
PARIS III	hept-6-enoic acid	1119-60-4	NAV	NAV	226	-6.5	113.3	7.95E-03	0.96	4.66
PARIS III	hept-2-yne	1119-65-9	NAV	NAV	112	-130.5	8	2.67E+01	0.75	0.36
PARIS III	decan-2-ol	1120-06-5	NAV	NAV	223.89	3.39	86.25	4.87E-02	0.83	8.19
PARIS III	undecane	1120-21-4	NAV	NAV	195.9	-25.6	60	4.10E-01	0.74	1.09
PARIS III	methyl (Z)-hexadec-9-enoate	1120-25-8	NAV	NAV	318.4	-12.08	132.2	5.52E-05	0.87	4.68
PARIS III	tetradec-1-ene	1120-36-1	NAV	NAV	233	-12	115.6	1.50E-02	0.77	2
PARIS III	methylidenecyclobutane	1120-56-5	NAV	NAV	42.2	-134.7	23.83	3.82E+01	0.78	0.37
PARIS III	2,3-dihydrothiophene	1120-59-8	NAV	NAV	112.1	-37.34	28.02	1.52E+01	1.03	0.95
PARIS III	3-methylcyclopentene	1120-62-3	NAV	NAV	64.9	-149.82	-29.45	1.10E+01	0.8	0.42
PARIS III	2-methylcyclopentan-1-one	1120-72-5	NAV	NAV	139.5	-75	32.7	2.69E+00	0.93	0.84
PARIS III	2-methylcyclopent-2-en-1-one	1120-73-6	NAV	NAV	157	-8.27	53.1	1.80E+00	1	2.74
PARIS III	4-bromanylpyridine	1120-87-2	NAV	NAV	166.15	0.5	60.66	1.40E+00	1.58	1.65
PARIS III	4-methyl-1,3-dioxane	1120-97-4	NAV	NAV	114	-44.5	22.2	4.04E+01	0.94	1.16
PARIS III	dicyclopropylmethanone	1121-37-5	NAV	NAV	161	-7.89	39.4	8.70E-01	1.17	0.97
PARIS III	3-ethenylpyridine	1121-55-7	NAV	NAV	162	-33.18	50.9	2.63E+00	0.97	1.09
PARIS III	pyridine-2-carbaldehyde	1121-60-4	NAV	NAV	180	15.77	54.4	6.00E-01	1.14	1.37
PARIS III	2,4,5-trimethylpyridine	1122-39-0	NAV	NAV	188	-0.86	57.9	1.19E+00	0.92	1.6
PARIS III	1-pyridin-4-ylethanone	1122-54-9	NAV	NAV	212	16	87	4.50E-01	1.1	2.28
PARIS III	nitrocyclohexane	1122-60-7	NAV	NAV	205	-34	81.2	2.93E+00	1.05	2.22
PARIS III	1-pyridin-2-ylethanone	1122-62-9	NAV	NAV	192	13.13	73.3	4.10E-01	1.06	2.11
PARIS III	2-ethyl-6-methyl-pyridine	1122-69-6	NAV	NAV	160.5	-41.14	43.4	2.45E+00	0.92	1.33
PARIS III	4-propylpyridine	1122-81-2	NAV	NAV	185	-16.27	64.51	1.15E+00	0.92	1.23
PARIS III	2-cyclopentylethanoic acid	1123-00-8	NAV	NAV	228	13.5	114	1.30E-01	1.06	14.34
PARIS III	2-phenylpropan-1-ol	1123-85-9	NAV	NAV	224.53	-13	108	1.90E-02	0.98	14.59
PARIS III	1-cyclohexylpropan-1-one	1123-86-0	NAV	NAV	196	-0.24	74.5	5.60E-01	0.91	4.42
PARIS III	2-ethyl-3,5-dimethyl-pyridine	1123-96-2	NAV	NAV	198	-15.02	64.5	6.20E-01	0.91	1.69
PARIS III	1-methyl-3-prop-1-en-2-yl-benzene	1124-20-5	NAV	NAV	185	-54.62	58.2	5.50E-01	0.87	1.44
PARIS III	1-methyl-4-prop-1-en-2-yl-cyclohexane	1124-27-2	NAV	NAV	173	-53.98	43.7	2.16E+00	0.8	1.26
PARIS III	dimethoxymethylbenzene	1125-88-8	NAV	NAV	206.48	4.62	69	1.50E-01	1.01	1.82
PARIS III	Benzene, (2-methylpropoxy)-	1126-75-6	NAV	NAV	197.5	-29.58	71.6	4.80E-01	0.92	1.66
PARIS III	2-(2-phenylethyl)oxirane	1126-76-7	NAV	NAV	215.99	-7.73	85.5	1.18E-01	1.04	2.83
PARIS III	N-butylaniline	1126-78-9	NAV	NAV	243.5	-14.4	107	1.10E-01	0.93	3.03
PARIS III	butoxybenzene	1126-79-0	NAV	NAV	210	-19.4	82	3.00E-01	0.94	1.66
PARIS III	1-ethylnaphthalene	1127-76-0	NAV	NAV	258.6	-13.9	111.7	2.52E-02	1	3.88
PARIS III	cyclohexyl 2-methylpropanoate	1129-47-1	NAV	NAV	204	-1.89	74.9	2.20E-01	0.94	1.23
PARIS III	2-hexylpyridine	1129-69-7	NAV	NAV	233.97	-19.7	88.74	5.77E-02	0.9	2.01
PARIS III	hexoxybenzene	1132-66-7	NAV	NAV	240	-19	92.91	6.04E-02	0.92	1.83
PARIS III	2-butylnaphthalene	1134-62-9	NAV	NAV	292	-5	132.1	1.43E-03	0.97	8.01
PARIS III	2,2-dimethylbutan-1-ol	1185-33-7	NAV	NAV	136.5	-46.32	37.4	3.34E+00	0.82	2.55
PARIS III	2,2,3,4-tetramethylpentane	1186-53-4	NAV	NAV	133	-121	25.5	1.26E+01	0.72	0.68
PARIS III	1,1,3,3-tetraethylurea	1187-03-7	NAV	NAV	209	3.77	87	4.93E-02	0.91	1.37
PARIS III	ethyl 2-bromanyl-2-cyano-ethanoate	1187-46-8	NAV	NAV	213.8	5.64	103.04	1.32E+00	1.57	1.48
PARIS III	N-methylpropanamide	1187-58-2	NAV	NAV	207.85	-30.9	105.4	1.15E+00	0.87	5.21
PARIS III	N-methylprop-2-enamide	1187-59-3	NAV	NAV	208.52	18.57	103.6	1.10E-01	0.89	4.44
PARIS III	1,1-diethoxy-N,N-dimethyl-methanamine	1188-33-6	NAV	NAV	129	-65.64	22.2	6.64E+00	0.86	0.72
PARIS III	2,5,5-trimethylheptane	1189-99-7	NAV	NAV	152.8	-100.84	39.7	4.33E+00	0.73	0.77
PARIS III	1,3-bis(chloranyl)butane	1190-22-3	NAV	NAV	134	-73.09	30.6	1.57E+01	1.08	0.47
PARIS III	dibutyl propanedioate	1190-39-2	NAV	NAV	251.5	-83	117.4	3.44E-02	1	2.73
PARIS III	N-(2-sulfanylethyl)ethanamide	1190-73-4	NAV	NAV	255.13	6.5	174.49	5.32E-03	1.04	10.68
PARIS III	2,2,6-trimethylheptane	1190-83-6	NAV	NAV	148.9	-105	36.94	5.46E+00	0.73	0.71
PARIS III	butane-1,4-dithiol	1191-08-8	NAV	NAV	195.5	-53.9	71.3	4.50E-01	1	0.94
PARIS III	3-methylbut-2-enyl ethanoate	1191-16-8	NAV	NAV	140.99	-45.34	49	4.82E+00	0.92	0.84
PARIS III	ethyl (9E,12E,15E)-octadeca-9,12,15-trienoate	1191-41-9	NAV	NAV	371.58	-57.29	100.7	4.92E-06	0.89	6.36
PARIS III	hexane-1,6-dithiol	1191-43-1	NAV	NAV	229.58	-31.84	90.6	4.28E-02	0.99	1.3
PARIS III	octane-1,8-dithiol	1191-62-4	NAV	NAV	269.5	-11.29	101.11	4.23E-03	0.94	2.49
PARIS III	1-methoxy-2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethane	1191-87-3	NAV	NAV	292.53	-41.31	149.9	2.27E-04	1.02	2.17
PARIS III	cyclobutanone	1191-95-3	NAV	NAV	99	-50.9	10	4.30E+01	1.04	0.54
PARIS III	ethylcyclopropane	1191-96-4	NAV	NAV	35.9	-149.2	-40.1	4.91E+01	0.77	0.35
PARIS III	2,3-dihydrofuran	1191-99-7	NAV	NAV	54.5	-74.01	-24	2.50E+01	0.96	0.53
PARIS III	3-ethyl-2,2-dimethyl-oxirane	1192-22-9	NAV	NAV	115.17	-20.75	4.3	3.14E+01	0.83	0.75
PARIS III	2-(bromomethyl)oxolane	1192-30-9	NAV	NAV	170	-26.9	70.7	1.76E+00	1.45	2.25
PARIS III	methylidenecyclohexane	1192-37-6	NAV	NAV	102.5	-106.7	-6.7	4.02E+01	0.79	0.69
PARIS III	2,2,4-trimethyl-1,3-dioxolane	1193-11-9	NAV	NAV	113.72	-56.44	11.64	2.80E+01	0.91	1.98
PARIS III	3,3-dimethylpiperidine	1193-12-0	NAV	NAV	137	-5.57	32.2	3.26E+00	0.8	3.79
PARIS III	3-methylcyclohex-2-en-1-one	1193-18-6	NAV	NAV	201	-21	68.3	1.45E+00	0.96	2.68
PARIS III	Cyclohexanol, 2,2-dimethyl-	1193-46-0	NAV	NAV	177	8	68.28	4.60E-01	0.91	17.22
PARIS III	2,2-dimethylcyclohexan-1-one	1193-47-1	NAV	NAV	172	-20.5	50.1	1.61E+00	0.89	2.92
PARIS III	(2-methylcyclohexyl)methanol	1193-81-3	NAV	NAV	189	1.59	73	2.90E-01	0.93	19.48
PARIS III	1-methyl-4-prop-1-en-2-yl-benzene	1195-32-0	NAV	NAV	185.3	-20	59.4	5.40E-01	0.87	1.46
PARIS III	2,2,4-trimethylbicyclo[2.2.1]heptan-3-one	1195-79-5	NAV	NAV	193	5	52.8	8.18E-01	0.98	9.34
PARIS III	6-methyl-3-prop-1-en-2-yl-7-oxabicyclo[4.1.0]heptane	1195-92-2	NAV	NAV	198.77	-9.98	65.73	5.10E-01	0.98	2.85
PARIS III	(1S,5S)-2,6,6-trimethylbicyclo[3.1.1]hept-2-en-4-one	1196-01-6	NAV	NAV	227.5	9.8	85	9.90E-02	0.99	16.12
PARIS III	pentan-3-ylbenzene	1196-58-3	NAV	NAV	187.5	-62.85	61.97	9.00E-01	0.86	1.79
PARIS III	1,3-bis(chloranyl)-2,4,5,6-tetrakis(fluoranyl)benzene	1198-61-4	NAV	NAV	157.16	-23.75	164	1.85E+01	1.65	1.26
PARIS III	N,N-dimethyl-3-phenyl-propan-1-amine	1199-99-1	NAV	NAV	234.13	3.18	86.55	1.05E-02	0.93	2.21
PARIS III	1-(2-methyl-5-propan-2-yl-phenyl)ethanone	1202-08-0	NAV	NAV	249.5	17.72	100.97	3.82E-03	0.96	3.08
PARIS III	N,N-bis(2-chloroethyl)-4-methyl-aniline	1204-68-8	NAV	NAV	279.85	13.06	157.5	3.56E-03	1.16	4.22
PARIS III	4,6,6,7,8,8-hexamethyl-1,3,4,7-tetrahydrocyclopenta[g]isochromene	1222-05-5	NAV	NAV	325	-5	146.1	5.45E-04	0.94	7.44
PARIS III	5-methyl-2-pentyl-phenol	1300-94-3	NAV	NAV	252.6	24	125.3	5.58E-03	0.96	5.57
PARIS III	octan-2-yl 4-[2,4-bis(chloranyl)phenoxy]butanoate	1320-15-6	NAV	NAV	361.41	-2.2	149.1	2.35E-06	1.12	23.11
PARIS III	1-methoxypropan-1-ol	1320-67-8	NAV	NAV	132.24	-56.61	43.45	2.31E+00	0.9	4.6
PARIS III	2,2-dimethyloxolane	1320-94-1	NAV	NAV	92.02	-76.53	4.5	4.88E+01	0.85	0.94
PARIS III	3-methyloxepan-2-one	1321-18-2	NAV	NAV	216.72	-4.29	86	1.80E-01	0.97	1.86
PARIS III	8-methylnonanal	1321-89-7	NAV	NAV	197	-7.87	70.7	2.20E-01	0.82	1.43
PARIS III	bis(2-ethylhexyl) 3-oxidanylpropyl phosphate	1323-22-4	NAV	NAV	322.53	-66.71	232.6	4.19E-05	0.99	24.63
PARIS III	8-methylnonyl prop-2-enoate	1330-61-6	NAV	NAV	217.05	-100	94.3	9.83E-03	0.88	4.262287
PARIS III	2-(dimethylamino)ethyl ethanoate	1421-89-2	NAV	NAV	152	-59.62	256.8	4.10E+00	1.31	0.92
PARIS III	but-3-yn-2-one	1423-60-5	NAV	NAV	84	-45.18	-1	2.11E+01	0.87	0.52
PARIS III	cyclohexen-1-yl ethanoate	1424-22-2	NAV	NAV	191.95	-28.43	73.9	9.23E-01	1.02	1.5
PARIS III	2-oxidanylbenzoyl chloride	1441-87-8	NAV	NAV	250.67	19	111.52	2.03E-03	1.36	10.19
PARIS III	2-phenylcyclohexan-1-ol	1444-64-0	NAV	NAV	228	11.07	113.3	3.67E-02	1.05	41.53
PARIS III	1,1,1-trimethoxyethane	1445-45-0	NAV	NAV	108	-34.22	16	4.76E+01	0.92	0.53
PARIS III	2-[methyl(propan-2-yloxy)phosphoryl]oxypropane	1445-75-6	NAV	NAV	196.4	-66.04	97.7	2.80E-01	0.99	2.06
PARIS III	4-Hepten-3-one, 5-methyl-	1447-26-3	NAV	NAV	166.5	-14.86	59.29	2.55E+00	0.86	0.32
PARIS III	1-ethylcyclohexene	1453-24-3	NAV	NAV	137	-109.9	19.2	1.35E+01	0.81	0.84
PARIS III	1-methylcycloheptene	1453-25-4	NAV	NAV	136	-90.57	20.6	9.98E+00	0.81	1.11
PARIS III	nonane-1-thiol	1455-21-6	NAV	NAV	220	-20.1	78.9	1.30E-01	0.84	1.56
PARIS III	1-bromanylpropan-2-ylbenzene	1459-00-3	NAV	NAV	188.5	-59.3	85.9	1.10E-01	1.3	2.45
PARIS III	tetradecylbenzene	1459-10-5	NAV	NAV	359	16	160.4	2.38E-05	0.86	15.85
PARIS III	2,2'-Bioxirane	1464-53-5	NAV	NAV	144	4	40	1.57E+01	1.75	0.71
PARIS III	2-ethenoxyethyl 2-methylprop-2-enoate	1464-69-3	NAV	NAV	194.35	-20.32	82.69	4.61E-01	1	2.043251
PARIS III	1-prop-2-enoxypropane	1471-03-0	NAV	NAV	91	-103.04	5.37	6.08E+01	0.78	0.48
PARIS III	3,4-dimethylpent-1-yn-3-ol	1482-15-1	NAV	NAV	134	15.76	37.2	1.19E+00	0.89	3.05
PARIS III	2-ethylpiperidine	1484-80-6	NAV	NAV	145.46	-2.76	13.8	6.09E+00	0.83	3.16
PARIS III	2-ethenylfuran	1487-18-9	NAV	NAV	99.5	-94	5.5	1.66E+01	0.96	0.91
PARIS III	2-methylcyclohexa-1,3-diene	1489-57-2	NAV	NAV	107.5	-87.28	3.1	3.05E+01	0.85	0.62
PARIS III	Methane, fluorodiiodo-	1493-01-2	NAV	NAV	100.3	-34.5	97.56	5.01E+01	3.23	1.94
PARIS III	1-fluoranyl-2-nitro-benzene	1493-27-2	NAV	NAV	203.13	-6	94	1.50E-01	1.34	2.41
PARIS III	2-(cyclohexen-1-yl)cyclohexan-1-one	1502-22-3	NAV	NAV	265	-78	116.1	3.19E-03	1.02	13.6
PARIS III	(E)-2-methyl-3-phenyl-prop-2-en-1-ol	1504-55-8	NAV	NAV	257.15	20.8	122.5	8.93E-03	1.02	11.63
PARIS III	2,6-bis(fluoranyl)pyridine	1513-65-1	NAV	NAV	125	-25.53	33.9	7.02E+00	1.26	0.86
PARIS III	[(1E)-buta-1,3-dienyl] ethanoate	1515-76-0	NAV	NAV	125.33	-44.29	33.3	1.36E+01	0.94	0.71
PARIS III	2,4-Hexadienoic acid, methyl ester	1515-80-6	NAV	NAV	180	15	63.1	1.73E+00	0.94	1.26568
PARIS III	1-ethyl-4-methoxy-benzene	1515-95-3	NAV	NAV	198	14.12	68.5	3.10E-01	0.93	1.66
PARIS III	(2E,4E)-hexa-2,4-dienenitrile	1516-01-4	NAV	NAV	166.03	-55.78	57.77	1.55E+00	0.9	0.68
PARIS III	[(2E,4E)-hexa-2,4-dienyl] ethanoate	1516-17-2	NAV	NAV	177.75	-65.91	79.6	4.90E-01	0.93	0.98
PARIS III	2-methyl-1-(2-methylpropyldisulfanyl)propane	1518-72-5	NAV	NAV	223.83	-7.83	70.29	1.49E-01	0.95	0.49
PARIS III	4-ethenylaniline	1520-21-4	NAV	NAV	240.86	23.5	108.6	9.08E-04	1.01	2.64
PARIS III	1,1,1,5,5,5-hexakis(fluoranyl)pentane-2,4-dione	1522-22-1	NAV	NAV	70	6.48	22.8	1.60E+01	1.47	0.28
PARIS III	Hexanoic acid, 2-acetyl-5-methyl-, ethyl ester	1522-30-1	NAV	NAV	233.42	17.94	88.46	3.67E-02	0.95	1.6
PARIS III	methylidenecyclopentane	1528-30-9	NAV	NAV	75.5	-107.71	-18	1.13E+01	0.79	0.46
PARIS III	1-phenylpropylbenzene	1530-03-6	NAV	NAV	281.6	13.3	123.4	3.23E-03	0.97	4.1
PARIS III	Benzene, 1,1'-heptylidenebis-	1530-05-8	NAV	NAV	333.5	14	174.6	1.52E-04	0.94	9.52
PARIS III	(4-piperidin-1-ylcyclohexyl) propanoate	1531-97-1	NAV	NAV	287.47	11.16	104.5	8.70E-06	1.02	6.67
PARIS III	ethyl 2-ethanoylpentanoate	1540-28-9	NAV	NAV	224	11.86	82.4	7.05E-02	0.97	1.37
PARIS III	3-ethylpentane-2,4-dione	1540-34-7	NAV	NAV	178.5	-3.94	60.2	1.23E+00	0.95	1.11
PARIS III	Ethanethiol, 2,2,2-trifluoro-	1544-53-2	NAV	NAV	34.5	-97.57	NAV	8.78E+00	NAV	0.43
PARIS III	1-chloranyl-6-fluoranyl-hexane	1550-09-0	NAV	NAV	168	-50.67	43.8	3.93E+00	0.96	0.78
PARIS III	2-ethyl-1H-pyrrole	1551-06-0	NAV	NAV	164	14.71	62.2	3.80E-01	0.94	1.95
PARIS III	2-methylsulfanylpropane	1551-21-9	NAV	NAV	84.8	-101.5	-6.27	8.03E+00	0.83	0.53
PARIS III	2-ethylthiolane	1551-32-2	NAV	NAV	157	-77.6	42.43	4.10E+00	0.96	1.83
PARIS III	cyclohexyl butanoate	1551-44-6	NAV	NAV	213	-29.86	78	1.90E-01	0.94	1.39
PARIS III	ethyl (E)-hex-2-enoate	1552-67-6	NAV	NAV	174.5	-25.77	62.3	8.03E-01	0.9	1.637041
PARIS III	(5E,8E,11E,14E,17E)-icosa-5,8,11,14,17-pentaenoic acid	1553-41-9	NAV	NAV	425.56	-65.56	336	8.78E-08	0.94	13.38
PARIS III	8-ethoxyquinoline	1555-94-8	NAV	NAV	284.99	13.19	108	2.53E-03	1.1	8.4
PARIS III	iodanylcyclopentane	1556-18-9	NAV	NAV	166.5	-44	66.7	5.54E+00	1.73	1.18
PARIS III	2-[2-[2-(2-butoxyethoxy)ethoxy]ethoxy]ethanol	1559-34-8	NAV	NAV	317.65	-34.04	156.2	5.28E-05	1	6.41
PARIS III	2-(2-ethylhexoxy)ethanol	1559-35-9	NAV	NAV	229	-20.16	64	1.37E-02	0.88	6.93
PARIS III	2-[2-(2-ethylhexoxy)ethoxy]ethanol	1559-36-0	NAV	NAV	270.46	-16.71	127.42	9.98E-04	0.91	8.13
PARIS III	1-methyl-1,2,3,4-tetrahydronaphthalene	1559-81-5	NAV	NAV	220.6	-48.67	79.1	1.70E-01	0.94	2.01
PARIS III	[(E)-but-2-enyl]benzene	1560-06-1	NAV	NAV	176	-47.65	56.2	9.30E-01	0.89	0.99
PARIS III	2-methylheptadecane	1560-89-0	NAV	NAV	311	5.7	108.9	1.46E-04	0.78	3.41
PARIS III	ethyl 4-methylhexanoate	1561-10-0	NAV	NAV	180	-59.66	59.4	1.37E+00	0.87	1.14
PARIS III	N-ethanoyl-N-ethyl-ethanamide	1563-83-3	NAV	NAV	197	NAV	74.4	1.55E-04	1	1.72
PARIS III	2-phenylbutan-2-ol	1565-75-9	NAV	NAV	229.17	21.34	90.6	5.58E-02	0.98	4.57
PARIS III	2-Pentenoic acid, 2-methyl-, methyl ester, (2E)-	1567-14-2	NAV	NAV	156.13	-33.31	61.02	3.80E+00	0.92	1.360201
PARIS III	1-propoxypropan-2-ol	1569-01-3	NAV	NAV	150	-80	48	1.02E+00	0.9	3.19
PARIS III	(E)-pent-3-en-2-ol	1569-50-2	NAV	NAV	119.33	-58.24	27.8	3.68E+00	0.84	3.75
PARIS III	3-methylpent-4-en-2-ol	1569-59-1	NAV	NAV	125.5	-53.2	26.06	2.51E+00	0.83	2.6
PARIS III	6-methylhept-5-en-2-ol	1569-60-4	NAV	NAV	175	-3.27	67.8	2.70E-01	0.84	3.32
PARIS III	cyclohexanethiol	1569-69-3	NAV	NAV	158.9	-73.95	49	3.97E+00	0.95	2.94
PARIS III	ethyl pyridine-4-carboxylate	1570-45-2	NAV	NAV	219.5	23	89	5.86E-02	1.1	3.54
PARIS III	2-Butyne-1,4-diol, 1,4-dipropanoate	1573-12-2	NAV	NAV	254.35	10.46	137.86	3.05E-03	1	2.33
PARIS III	3,6-dimethylheptan-3-ol	1573-28-0	NAV	NAV	173	-38.13	70	2.90E-01	0.82	4.51
PARIS III	3-Penten-1-yne, 3-methyl-	1574-33-0	NAV	NAV	66.5	-91.76	-11.91	1.19E+01	0.76	0.55
PARIS III	(Z)-pent-3-en-1-yne	1574-40-9	NAV	NAV	44.6	-91.36	-11.53	4.31E+01	0.75	0.35
PARIS III	(E)-pent-2-enal	1576-87-0	NAV	NAV	108.26	-60.99	19	1.15E+01	0.86	0.52
PARIS III	(Z)-pent-2-en-1-ol	1576-95-0	NAV	NAV	138	-44.85	50.6	3.45E+00	0.84	3.77
PARIS III	hex-5-enoic acid	1577-22-6	NAV	NAV	203	-37	100.1	9.75E-02	0.97	3.5
PARIS III	1-ethoxy-4-ethyl-benzene	1585-06-4	NAV	NAV	210	-16.49	82.3	1.60E-01	0.92	1.95
PARIS III	1-bromanyl-4-ethyl-benzene	1585-07-5	NAV	NAV	204	-43.5	71.2	7.00E-01	1.34	1.33
PARIS III	1-methyl-2-prop-2-enyl-benzene	1587-04-8	NAV	NAV	182.5	-54.04	57.3	1.09E+00	0.88	1.13
PARIS III	2-methoxypropan-1-ol	1589-47-5	NAV	NAV	130	-70.37	41.9	6.37E+00	0.91	3.9
PARIS III	3-methoxypropan-1-ol	1589-49-7	NAV	NAV	145.68	-79.66	52.8	2.77E+00	0.94	4.55
PARIS III	1-butyl-3-methyl-benzene	1595-04-6	NAV	NAV	203.89	-68.74	66.78	4.10E-01	0.86	1.35
PARIS III	1-butyl-2-methyl-benzene	1595-11-5	NAV	NAV	205.35	-58.27	67.35	3.30E-01	0.88	1.38
PARIS III	1,2,2-tris(chloranyl)-1,1,3,3,3-pentakis(fluoranyl)propane	1599-41-3	NAV	NAV	72	-4.3	4.4	1.31E+01	1.7	0.67
PARIS III	1,1,2,3,3-pentakis(chloranyl)prop-1-ene	1600-37-9	NAV	NAV	185	-28.75	72.7	6.50E-01	1.67	1.85
PARIS III	dimethyl 2-methylbutanedioate	1604-11-1	NAV	NAV	196	-36.37	83.3	2.10E-01	1.06	1.39
PARIS III	(E)-2-methylpent-2-en-1-ol	1610-29-3	NAV	NAV	167.5	-6.05	60.8	1.33E+00	0.84	2.73
PARIS III	2-ethylquinoline	1613-34-9	NAV	NAV	245.5	-12.86	98.7	7.73E-03	1.05	4.75
PARIS III	1-ethylsulfanyl-2-methyl-propane	1613-45-2	NAV	NAV	134.2	-111.18	24.89	1.09E+01	0.84	0.88
PARIS III	thiane	1613-51-0	NAV	NAV	141.8	19	21.1	7.88E+00	0.96	1.08
PARIS III	(2Z)-penta-2,4-dienenitrile	1615-70-9	NAV	NAV	136.5	-60	39.1	9.83E+00	0.85	0.44
PARIS III	1,2-diethyldiazane	1615-80-1	NAV	NAV	85.5	-19.34	29.47	4.64E+00	0.78	1.48
PARIS III	(2S)-2-chloranylpropanenitrile	1617-17-0	NAV	NAV	121	-72.14	33.3	8.55E+00	1.08	1.02
PARIS III	ethyl but-3-enoate	1617-18-1	NAV	NAV	119	-72.73	30.7	1.11E+01	0.9	0.77
PARIS III	bis(methylsulfanyl)methane	1618-26-4	NAV	NAV	148	-87.21	43	3.98E+00	1.06	0.83
PARIS III	diethyl 2,2-dimethylpropanedioate	1619-62-1	NAV	NAV	197	-30.4	71.1	7.41E-02	0.99	1.57
PARIS III	2-chloranylethanesulfonyl chloride	1622-32-8	NAV	NAV	201.5	17.17	76.2	9.83E-03	1.55	5.79
PARIS III	tris(prop-2-enyl) phosphate	1623-19-4	NAV	NAV	246.33	-32.34	120.1	5.78E-03	1.06	2.71
PARIS III	2-methoxypyridine	1628-89-3	NAV	NAV	142	-1.55	32	2.82E+00	1.04	1.34
PARIS III	pent-1-en-3-one	1629-58-9	NAV	NAV	103	-64.51	-10	5.00E+01	0.84	0.38
PARIS III	hex-1-en-3-one	1629-60-3	NAV	NAV	132.31	-64.63	24.27	1.79E+01	0.83	0.44
PARIS III	3-methylideneheptane	1632-16-2	NAV	NAV	120	-91.23	10.4	1.97E+01	0.72	0.45
PARIS III	5-methylundecane	1632-70-8	NAV	NAV	208.2	-70.6	60.96	2.00E-01	0.75	1.6
PARIS III	2-methoxy-2-methyl-propane	1634-04-4	NAV	NAV	55.2	-108.6	-28	2.50E+01	0.75	0.44
PARIS III	1-butylnaphthalene	1634-09-9	NAV	NAV	289.3	-19.8	131.4	1.36E-03	0.97	8.4
PARIS III	(Z)-3,4-dimethylhex-3-en-2-one	1635-02-5	NAV	NAV	158	15.38	61.4	2.30E+00	0.84	1.131599
PARIS III	(4-acetyloxy-4-methyl-pentan-2-yl) ethanoate	1637-24-7	NAV	NAV	219.94	-27.38	79.08	9.68E-02	1	2.12
PARIS III	1,3-Butadiene, 1,2,3,4-tetrachloro-	1637-31-6	NAV	NAV	188	-4	82.7	2.20E-01	1.51	1.54
PARIS III	4-butylphenol	1638-22-8	NAV	NAV	248	22	121.5	2.22E-03	0.98	7.51
PARIS III	1,1-dimethylcyclopentane	1638-26-2	NAV	NAV	87.5	-69.8	-6.79	7.65E+00	0.77	0.67
PARIS III	heptane-1-thiol	1639-09-4	NAV	NAV	177	-43	46.1	1.31E+00	0.86	0.99
PARIS III	ethylcyclopentane	1640-89-7	NAV	NAV	103.5	-138.4	15.6	3.98E+01	0.76	0.57
PARIS III	deca-1,9-diene	1647-16-1	NAV	NAV	167	-58.02	41.7	1.38E+00	0.75	0.78
PARIS III	2-bromoethylcyclohexane	1647-26-3	NAV	NAV	212	-57	81.6	5.40E-01	1.22	3.87
PARIS III	1,2-bis(chloranyl)-1,1-bis(fluoranyl)ethane	1649-08-7	NAV	NAV	46.8	-101.2	14.63	3.40E+01	1.42	0.46
PARIS III	2,3-bis(chloranyl)buta-1,3-diene	1653-19-6	NAV	NAV	98	-15.69	37.2	4.49E+01	1.15	0.73
PARIS III	undecan-2-ol	1653-30-1	NAV	NAV	240.62	15.46	94.69	3.34E-02	0.83	9.93
PARIS III	tridecan-2-ol	1653-31-2	NAV	NAV	268.15	23	99.26	5.06E-04	0.83	23.48
PARIS III	6-methylheptan-1-ol	1653-40-3	NAV	NAV	188	-106	71.1	2.20E-01	0.82	8.17
