Input	ID_Name_1	ID_CAS_Nr_1	ID_EG_Nr	ID_EG_Annex_Nr	Boiling_Point_Minimum_°C	Melting_Point_Minimum_°C	Flash_Point_Minimum_°C	Vapour_Pressure_25°C_mmHg	Density_25°C_Minimum_kg/L	Viscosity_25°C_Minimum_mPa.s
DataType	string	string	string	string	numeric	numeric	numeric	numeric	numeric	numeric
PARIS III	1-chloranyl-2-(2-chloroethyloxymethoxy)ethane	111-91-1	NAV	NAV	218	-32	76.9	1.30E-01	1.18	0.96
PARIS III	N-butylbutan-1-amine	111-92-2	NAV	NAV	159.6	-62	41.1	2.59E+00	0.76	0.92
PARIS III	1-methoxy-2-(2-methoxyethoxy)ethane	111-96-6	NAV	NAV	162	-68	70	2.96E+00	0.91	0.98
PARIS III	nonanoic acid	112-05-0	NAV	NAV	254.5	12.3	114.9	1.65E-03	0.92	7.27
PARIS III	heptyl ethanoate	112-06-1	NAV	NAV	193	-50.2	68.6	4.90E-01	0.87	1.13
PARIS III	2-butoxyethyl ethanoate	112-07-2	NAV	NAV	192	-63	76.1	3.70E-01	0.94	1.08
PARIS III	undecan-2-one	112-12-9	NAV	NAV	231.5	15	88.9	4.14E-02	0.82	1.83
PARIS III	decanoyl chloride	112-13-0	NAV	NAV	232.22	-34.5	106.1	4.22E-02	0.94	2.01
PARIS III	octyl ethanoate	112-14-1	NAV	NAV	210	-38.5	86	1.50E-01	0.87	1.56
PARIS III	2-(2-ethoxyethoxy)ethyl ethanoate	112-15-2	NAV	NAV	218.5	-25	100	8.78E-02	1.01	0.91
PARIS III	dodecanoyl chloride	112-16-3	NAV	NAV	267.76	-17	114.89	5.96E-03	NAV	2.74
PARIS III	decyl ethanoate	112-17-4	NAV	NAV	244	-15	101.3	2.20E-02	0.87	2.11
PARIS III	N,N-dimethyldodecan-1-amine	112-18-5	NAV	NAV	260	22	106.9	3.91E-04	0.79	3.9
PARIS III	nonan-1-amine	112-20-9	NAV	NAV	202.2	-1	74	2.80E-01	0.78	2.04
PARIS III	N'-[2-(2-azanylethylamino)ethyl]ethane-1,2-diamine	112-24-3	NAV	NAV	266.5	12	149	4.12E-04	0.98	11.49
PARIS III	2-hexoxyethanol	112-25-4	NAV	NAV	208	-45.1	98.9	1.50E-01	0.89	5.14
PARIS III	1,2-bis(2-chloroethyloxy)ethane	112-26-5	NAV	NAV	232	-31.5	121	7.65E-02	1.2	1.09
PARIS III	2-[2-(2-hydroxyethyloxy)ethoxy]ethanol	112-27-6	NAV	NAV	285	-7	165.6	1.32E-03	1.12	38.37
PARIS III	1-bromanyldecane	112-29-8	NAV	NAV	240.6	-29.2	94.44	4.00E-02	1.06	3.37
PARIS III	decan-1-ol	112-30-1	NAV	NAV	231.1	6.9	108	8.48E-03	0.83	10.99
PARIS III	decanal	112-31-2	NAV	NAV	208.5	-5	82.36	9.98E-02	0.83	1.64
PARIS III	2-[2-(3-azanylpropoxy)ethoxy]ethanol	112-33-4	NAV	NAV	255.44	20.76	124.39	2.06E-03	1.02	6.42
PARIS III	2-(2-butoxyethoxy)ethanol	112-34-5	NAV	NAV	231	-68	100	2.19E-02	0.95	4.49
PARIS III	2-[2-(2-methoxyethoxy)ethoxy]ethanol	112-35-6	NAV	NAV	249	-44	118	1.19E-02	1.03	4.38
PARIS III	1-ethoxy-2-(2-ethoxyethoxy)ethane	112-36-7	NAV	NAV	188	-45	71.1	5.20E-01	0.9	0.77
PARIS III	undec-10-enoic acid	112-38-9	NAV	NAV	275	24.5	145.82	9.38E-04	0.92	8.71
PARIS III	dodecane	112-40-3	NAV	NAV	216.3	-9.6	71.1	1.30E-01	0.75	1.4
PARIS III	dodec-1-ene	112-41-4	NAV	NAV	213.8	-35.2	77.8	1.60E-01	0.76	1.28
PARIS III	undecan-1-ol	112-42-5	NAV	NAV	243	19	113	2.97E-03	0.83	11.71
PARIS III	undec-10-en-1-ol	112-43-6	NAV	NAV	250	-2	93.3	2.64E-03	0.84	8.06
PARIS III	undecanal	112-44-7	NAV	NAV	228.3	-4	96.1	5.12E-02	0.82	1.94
PARIS III	undec-10-enal	112-45-8	NAV	NAV	230.19	-4.13	76	2.05E-02	0.84	1.7
PARIS III	(E)-undec-9-en-1-ol	112-46-9	NAV	NAV	248.5	6	109.74	3.87E-03	0.85	11.62
PARIS III	1-(2-butoxyethoxy)butane	112-48-1	NAV	NAV	203.3	-69.1	74.47	2.40E-01	0.9	1.07
PARIS III	1-methoxy-2-[2-(2-methoxyethoxy)ethoxy]ethane	112-49-2	NAV	NAV	216	-45	113	4.03E-02	0.99	0.85
PARIS III	2-[2-(2-ethoxyethoxy)ethoxy]ethanol	112-50-5	NAV	NAV	255.8	-18.7	132	9.98E-03	1.02	4.73
PARIS III	1-(pentyldisulfanyl)pentane	112-51-6	NAV	NAV	238.56	-42.09	124.68	6.35E-03	0.93	1.57
PARIS III	1-chloranyldodecane	112-52-7	NAV	NAV	260	-9.3	104.5	6.30E-03	0.87	1.85
PARIS III	dodecan-1-ol	112-53-8	NAV	NAV	259	24	115.4	8.48E-04	0.83	14.14
PARIS III	dodecane-1-thiol	112-55-0	NAV	NAV	274	-8	87.78	8.55E-03	0.84	3.84
PARIS III	N'-[2-[2-(2-azanylethylamino)ethylamino]ethyl]ethane-1,2-diamine	112-57-2	NAV	NAV	341.5	-30	185	8.03E-07	0.97	75.15
PARIS III	1-hexoxyhexane	112-58-3	NAV	NAV	223	-35.17	84.13	4.61E-02	0.8	1.81
PARIS III	2-(2-hexoxyethoxy)ethanol	112-59-4	NAV	NAV	260	-40	140	1.18E-03	0.93	6.52
PARIS III	2-[2-[2-(2-hydroxyethyloxy)ethoxy]ethoxy]ethanol	112-60-7	NAV	NAV	328	-6.2	176.7	8.25E-05	1.12	48.72
PARIS III	methyl (Z)-octadec-9-enoate	112-62-9	NAV	NAV	351.22	-19.9	180	6.30E-06	0.87	5.48
PARIS III	methyl (9Z,12Z)-octadeca-9,12-dienoate	112-63-0	NAV	NAV	347.99	-35	97	3.67E-06	0.88	5.58
PARIS III	tetradecanoyl chloride	112-64-1	NAV	NAV	299.97	-1	136.48	8.55E-04	0.94	3.85
PARIS III	dodecyl ethanoate	112-66-3	NAV	NAV	265	1.3	119.56	3.27E-03	0.87	3.34
PARIS III	hexadecanoyl chloride	112-67-4	NAV	NAV	329.06	12	152.43	1.23E-04	0.92	5.3
PARIS III	1-bromanyltetradecane	112-71-0	NAV	NAV	307	5.6	127.3	4.49E-04	0.93	3.89
PARIS III	1-[2-(2-butoxyethoxy)ethoxy]butane	112-73-2	NAV	NAV	256	-60	117.2	2.61E-02	0.89	1.32
PARIS III	N,N-dimethyltetradecan-1-amine	112-75-4	NAV	NAV	287.23	20.49	126.73	3.38E-05	0.81	3.59
PARIS III	octadecanoyl chloride	112-76-5	NAV	NAV	358.39	23	165	1.79E-05	0.9	7.19
PARIS III	(Z)-octadec-9-enoic acid	112-80-1	NAV	NAV	360	13.4	270.1	1.40E-06	0.9	27.67
PARIS III	1-bromanylhexadecane	112-82-3	NAV	NAV	336	18	139.8	4.85E-05	1	5.32
PARIS III	octadec-1-ene	112-88-9	NAV	NAV	329	17.5	148.9	6.75E-05	0.79	3.85
PARIS III	(Z)-octadec-9-en-1-amine	112-90-3	NAV	NAV	338.55	5.95	173.09	2.60E-05	0.83	9.08
PARIS III	(Z)-octadec-9-enenitrile	112-91-4	NAV	NAV	347.04	-1	191.1	1.15E-06	0.84	6.41
PARIS III	1-[2-[2-[2-(2-butoxyethoxy)ethoxy]ethoxy]ethoxy]butane	112-98-1	NAV	NAV	339.68	-46.31	137.2	1.74E-05	0.94	4.45
PARIS III	4,7-Methano-1H-isoindole-1,3(2H)-dione, 2-(2-ethylhexyl)-3a,4,7,7a-tetrahydro-	113-48-4	NAV	NAV	330.75	-20	168.4	1.80E-05	1.08	49.69
PARIS III	2-(2-methoxyethyl)pyridine	114-91-0	NAV	NAV	203	-4.27	63.8	4.00E-01	0.99	1.73
PARIS III	2,2,2-tris(bromanyl)ethanal	115-17-3	NAV	NAV	174	-57.5	65	1.52E+00	2.66	2.01
PARIS III	2-methylbut-3-en-2-ol	115-18-4	NAV	NAV	97	-28	12.8	9.15E+00	0.83	3.38
PARIS III	2-methylbut-3-yn-2-ol	115-19-5	NAV	NAV	104	3	25	1.60E+01	0.91	3.63
PARIS III	2,2,2-tris(chloranyl)ethanol	115-20-8	NAV	NAV	152	19	88	7.58E+00	1.56	7.76
PARIS III	3-methyl-3-oxidanyl-butan-2-one	115-22-0	NAV	NAV	140.5	2.02	42.2	6.19E+00	0.97	4.67
PARIS III	1,1,1-triethoxypropane	115-80-0	NAV	NAV	171	-38.27	60	2.09E+00	0.9	1.2
PARIS III	3,7-dimethylocta-1,6-dien-3-yl ethanoate	115-95-7	NAV	NAV	220	23.95	69.6	1.10E-01	0.9	1.63
PARIS III	tris(2-chloroethyl) phosphate	115-96-8	NAV	NAV	330	-35	232.2	6.12E-02	1.39	3.89
PARIS III	1-chloranyl-2-[2-chloroethyloxy(ethenyl)phosphoryl]oxy-ethane	115-98-0	NAV	NAV	275.99	-10.51	165.5	5.31E-03	1.28	3.22
PARIS III	1-oxidanylpropan-2-one	116-09-6	NAV	NAV	145.5	-17	56	2.21E+00	1.08	4.27
PARIS III	2-methoxyprop-1-ene	116-11-0	NAV	NAV	35	-94.97	-29	5.17E+01	0.75	0.33
PARIS III	1,1,1,3,3,3-hexakis(chloranyl)propan-2-one	116-16-5	NAV	NAV	203	-2	76.2	1.40E-01	1.84	7.342279
PARIS III	Butanoic acid, 2-methyl-	116-53-0	NAV	NAV	176.5	9.29	73.4	4.90E-01	0.96	2.19
PARIS III	methyl 2,2-bis(chloranyl)ethanoate	116-54-1	NAV	NAV	142.9	-51.9	54.05	4.50E+00	1.36	1.9
PARIS III	bis(2-ethylhexyl) benzene-1,2-dicarboxylate	117-81-7	NAV	NAV	384	-55	204.5	1.42E-07	0.98	57.94
PARIS III	bis(2-methoxyethyl) benzene-1,2-dicarboxylate	117-82-8	NAV	NAV	340	-45	131.6	3.38E-06	1.17	7.88
PARIS III	bis(2-butoxyethyl) benzene-1,2-dicarboxylate	117-83-9	NAV	NAV	270	-22.85	171.2	2.96E-06	1.07	9.31
PARIS III	1,3,3-trimethyl-2-methylidene-indole	118-12-7	NAV	NAV	248	22.26	94	7.11E-03	0.98	1.46
PARIS III	ethyl 2-oxidanylbenzoate	118-61-6	NAV	NAV	232.5	1	107	8.48E-02	1.13	5.84
PARIS III	4-chloranyl-1-nitro-2-(trifluoromethyl)benzene	118-83-2	NAV	NAV	240.3	24.35	93.9	7.06E-02	1.54	1.76
PARIS III	1-(2-hydroxyphenyl)ethanone	118-93-4	NAV	NAV	218	5	87.5	1.79E-02	1.13	7.96
PARIS III	ditridecyl benzene-1,2-dicarboxylate	119-06-2	NAV	NAV	459.65	12.92	274.2	1.43E-08	0.94	60.36
PARIS III	O2-decyl O1-octyl benzene-1,2-dicarboxylate	119-07-3	NAV	NAV	410.93	-9	233.1	5.71E-07	0.98	48.26
PARIS III	methyl 2-oxidanylbenzoate	119-36-8	NAV	NAV	222.9	-8	86.8	3.43E-02	1.21	5.02
PARIS III	1,2,3,4-tetrahydronaphthalene	119-64-2	NAV	NAV	207.6	-35.7	77	3.70E-01	0.97	2
PARIS III	ethyl 3-methylbenzoate	120-33-2	NAV	NAV	234	18.12	101.1	3.52E-02	1.02	2.19
PARIS III	2-methylpropyl benzoate	120-50-3	NAV	NAV	242	-15.86	101.4	2.20E-01	1	3.1
PARIS III	(phenylmethyl) benzoate	120-51-4	NAV	NAV	323.5	21	147.9	2.24E-04	1.13	8.79
PARIS III	5-[(E)-prop-1-enyl]-1,3-benzodioxole	120-58-1	NAV	NAV	253	8.2	110	6.71E-03	1.14	3.59
PARIS III	1,2,4-tris(chloranyl)benzene	120-82-1	NAV	NAV	213.5	17	110	4.60E-01	1.45	1.57
PARIS III	1,2,4-trimethylpiperazine	120-85-4	NAV	NAV	149.5	-8.77	31.1	2.97E+00	0.86	1.61
PARIS III	cyclopentanone	120-92-3	NAV	NAV	130.5	-51.3	30.56	1.14E+01	0.99	0.75
PARIS III	1-methylpyrrolidine	120-94-5	NAV	NAV	81	-91.44	-21.7	9.98E+00	0.85	0.58
PARIS III	N,N-diethylethanamine	121-44-8	NAV	NAV	89.3	-114.7	-0.91	5.72E+01	0.75	20.14
PARIS III	bicyclo[2.2.1]hepta-2,5-diene	121-46-0	NAV	NAV	89.5	-19.1	-11.1	1.97E+01	0.91	0.9
PARIS III	N,N-dimethylaniline	121-69-7	NAV	NAV	193.45	2.5	70.65	7.00E-01	1.04	1.31
PARIS III	N,N,3-trimethylaniline	121-72-2	NAV	NAV	212	-18.05	81	3.60E-01	0.94	1.5
PARIS III	4-chloranylbenzoyl chloride	122-01-0	NAV	NAV	222	16	105	1.20E-01	1.38	2.94
PARIS III	4-propan-2-ylbenzaldehyde	122-03-2	NAV	NAV	235.5	11.39	93.3	2.80E-01	0.98	2.41
PARIS III	2,2-dimethoxy-N-methyl-ethanamine	122-07-6	NAV	NAV	140	-43.35	29.4	6.58E+00	0.9	1.13
PARIS III	2-methyl-1-phenyl-propan-2-amine	122-09-8	NAV	NAV	205	11.05	93.1	3.70E-03	0.94	3.42
PARIS III	1,1,3,3-tetraethoxypropane	122-31-6	NAV	NAV	212.3	-53.25	42.2	9.53E-02	0.93	2.29
PARIS III	2-phenoxypropanoyl chloride	122-35-0	NAV	NAV	242.33	-10.74	88.3	2.30E-02	1.19	3.27
PARIS III	butyl 2-phenylethanoate	122-43-0	NAV	NAV	249.39	15.73	104.7	2.67E-03	1	3.62
PARIS III	(3-methylphenyl) ethanoate	122-46-3	NAV	NAV	212	12	85.2	1.30E-01	1.05	2.2
PARIS III	diethoxymethoxyethane	122-51-0	NAV	NAV	143	-70.12	30	3.86E+00	0.89	0.98
PARIS III	2-(phenoxymethyl)oxirane	122-60-1	NAV	NAV	245	3.5	94.76	9.98E-03	1.12	2.56
PARIS III	bis(2-ethylhexyl) decanedioate	122-62-3	NAV	NAV	329.41	-48	189.66	4.28E-07	0.91	15.4
PARIS III	(phenylmethyl) propanoate	122-63-4	NAV	NAV	220	9.34	96.1	2.75E-02	1.03	2.8
PARIS III	3-phenylpropyl ethanoate	122-72-5	NAV	NAV	242.37	-12.94	100.03	7.32E-03	1	3.3
PARIS III	3-methylbutoxymethylbenzene	122-73-6	NAV	NAV	237	-8.56	93.7	1.22E+00	0.91	2.49
PARIS III	3-phenylpropyl propanoate	122-74-7	NAV	NAV	249.84	17.24	116.9	4.10E-03	1	4.16
PARIS III	phenyl ethanoate	122-79-2	NAV	NAV	196	-30	76.7	4.00E-01	1.07	1.94
PARIS III	3-phenylpropan-1-ol	122-97-4	NAV	NAV	235	18.73	109	1.99E-02	1.01	8.67
PARIS III	2-phenylazanylethanol	122-98-5	NAV	NAV	279.5	11	148	2.21E-03	1.1	20.68
PARIS III	2-phenoxyethanol	122-99-6	NAV	NAV	245	14	130	7.00E-03	1.1	10
PARIS III	3-morpholin-4-ylpropan-1-amine	123-00-2	NAV	NAV	220	-15	98	5.71E-02	0.99	3.95
PARIS III	dodecylbenzene	123-01-3	NAV	NAV	328	3	140.6	5.11E-05	0.86	4.81
PARIS III	tridecylbenzene	123-02-4	NAV	NAV	346	10	150.01	1.27E-05	0.86	14.37
PARIS III	3-(chloromethyl)heptane	123-04-6	NAV	NAV	172	-78.66	60	3.37E+00	0.88	0.84
PARIS III	2-ethylhexanal	123-05-7	NAV	NAV	163	-46.07	50	1.35E+00	0.81	1.04
PARIS III	1-chloranyl-4-methylsulfanyl-benzene	123-09-1	NAV	NAV	219.86	-4.46	90	3.20E-01	1.22	1.402943
PARIS III	4-methoxybenzaldehyde	123-11-5	NAV	NAV	248	0	108.9	3.29E-02	1.09	2.29
PARIS III	2-methylpentanal	123-15-9	NAV	NAV	117	-93.36	16.7	1.38E+01	0.8	0.65
PARIS III	2,6,8-trimethylnonan-4-ol	123-17-1	NAV	NAV	225.4	19.35	94.3	6.00E-03	0.82	10.15
PARIS III	2,6,8-trimethylnonan-4-one	123-18-2	NAV	NAV	222.48	-4.88	63.1	9.30E-02	0.82	1.68
PARIS III	heptan-4-one	123-19-3	NAV	NAV	144	-33	48	6.12E+00	0.82	0.65
PARIS III	ethenyl butanoate	123-20-6	NAV	NAV	120.72	-72.24	26.4	1.19E+01	0.9	0.79
PARIS III	diethyl butanedioate	123-25-1	NAV	NAV	217.7	-21	99.5	4.39E-02	1.04	1.05
PARIS III	ethyl nonanoate	123-29-5	NAV	NAV	227	-36.7	94.4	6.64E-02	0.87	1.92
PARIS III	2,5-dimethylpyrazine	123-32-0	NAV	NAV	155	15	63.9	3.14E+00	1	1.39
PARIS III	7-methyl-3-methylidene-octa-1,6-diene	123-35-3	NAV	NAV	167	-61.1	44.4	2.01E+00	0.77	0.7
PARIS III	prop-2-enyl 8-(3-octyloxiran-2-yl)octanoate	123-36-4	NAV	NAV	409.82	20.4	160.5	6.96E-08	0.92	17.05
PARIS III	propanal	123-38-6	NAV	NAV	48	-80	-4.62	3.17E+01	0.8	0.32
PARIS III	N-methylmethanamide	123-39-7	NAV	NAV	199.5	-3.8	81.5	2.50E-01	0.87	1.65
PARIS III	4-methyl-4-oxidanyl-pentan-2-one	123-42-2	NAV	NAV	167.9	-44	58	1.71E+00	0.95	2.38
PARIS III	2,2,4-trimethylpentan-1-ol	123-44-4	NAV	NAV	160.2	-48.27	56.6	8.40E-01	0.82	4.32
PARIS III	3-Heptene, 2,2,4,6,6-pentamethyl-	123-48-8	NAV	NAV	180.14	-14.88	47.1	7.58E-01	0.76	0.96
PARIS III	3-methylbutan-1-ol	123-51-3	NAV	NAV	131.1	-117.2	45.6	2.37E+00	0.81	3.93
PARIS III	pentane-2,4-dione	123-54-6	NAV	NAV	138	-23	43.1	3.49E+00	0.95	1.08
PARIS III	2,4,6-trimethyl-1,3,5-trioxane	123-63-7	NAV	NAV	124.3	12.6	39.2	1.10E+01	0.95	1.08
PARIS III	ethyl hexanoate	123-66-0	NAV	NAV	167	-67	49.4	1.90E+00	0.88	0.94
PARIS III	prop-2-enyl hexanoate	123-68-2	NAV	NAV	186	-57.96	74	2.90E-01	0.89	1.27
PARIS III	butanal	123-72-8	NAV	NAV	74.8	-78.14	-1.47	1.11E+01	0.78	0.42
PARIS III	pyrrolidine	123-75-1	NAV	NAV	86.5	-57.8	2.78	6.26E+01	0.87	0.71
PARIS III	dioctyl hexanedioate	123-79-5	NAV	NAV	328.16	-70	178.6	4.55E-08	0.93	12.75
PARIS III	2-propanoyloxyethyl propanoate	123-80-8	NAV	NAV	211	-48.44	98.3	9.30E-02	1.04	0.96
PARIS III	heptan-2-amine	123-82-0	NAV	NAV	142	-36.11	54	2.48E+00	0.77	1.16
PARIS III	N-ethyl-N',N'-dimethyl-ethane-1,2-diamine	123-83-1	NAV	NAV	134.5	-52.66	23.9	1.08E+01	0.81	1.08
PARIS III	1-(2-azanylethylamino)propan-2-ol	123-84-2	NAV	NAV	247.79	-50	94.45	3.25E-03	1	12.03
PARIS III	butyl ethanoate	123-86-4	NAV	NAV	126.1	-78	24	1.15E+01	0.88	0.69
PARIS III	1,4-dioxane	123-91-1	NAV	NAV	101.5	11.8	12.2	3.81E+01	1	1.19
PARIS III	3-methylbutyl ethanoate	123-92-2	NAV	NAV	142.5	-78.5	25	5.60E+00	0.88	0.79
PARIS III	N-prop-2-enylprop-2-en-1-amine	124-02-7	NAV	NAV	111	-88.4	15.6	2.02E+01	0.77	0.78
PARIS III	ethyl tetradecanoate	124-06-1	NAV	NAV	295	12.3	113	1.29E-04	0.86	4
PARIS III	octanoic acid	124-07-2	NAV	NAV	239	16.3	107.38	3.71E-03	0.93	5.22
PARIS III	methyl tetradecanoate	124-10-7	NAV	NAV	295	19	122.03	4.90E-04	0.86	3.66
PARIS III	non-1-ene	124-11-8	NAV	NAV	146.9	-81.3	24	5.40E+00	0.73	0.59
PARIS III	octanenitrile	124-12-9	NAV	NAV	205.2	-45.6	74	3.90E-01	0.81	1.49
PARIS III	octanal	124-13-0	NAV	NAV	171	-23	51	1.18E+00	0.82	1.09
PARIS III	1-(2-butoxyethoxy)propan-2-ol	124-16-3	NAV	NAV	230	-42.07	104.3	3.42E-02	0.94	7.04
PARIS III	2-(2-butoxyethoxy)ethyl ethanoate	124-17-4	NAV	NAV	245	-32	105	1.20E-01	0.98	1.16
PARIS III	decane	124-18-5	NAV	NAV	174.1	-29.7	46.11	1.43E+00	0.74	0.85
PARIS III	nonanal	124-19-6	NAV	NAV	191	-23.65	63	3.70E-01	0.83	1.3
PARIS III	tetradecanal	124-25-4	NAV	NAV	260	20.5	121.5	1.82E-03	0.83	3.88
PARIS III	N,N-dimethyloctadecan-1-amine	124-28-7	NAV	NAV	341.68	22.89	172.08	4.90E-07	0.82	4.89
PARIS III	bis(bromanyl)-chloranyl-methane	124-48-1	NAV	NAV	120	-20	26.68	1.22E+01	2.53	1.29
PARIS III	methanesulfonyl chloride	124-63-0	NAV	NAV	162	8.57	42.2	7.73E-01	1.48	2.34
PARIS III	1,2-bis(bromanyl)-1,1,2,2-tetrakis(fluoranyl)ethane	124-73-2	NAV	NAV	47.3	-110.4	-4.24	3.25E+01	2.37	0.72
PARIS III	4,5a,6,9,9a,9b-hexahydro-1H-dibenzofuran-4a-carbaldehyde	126-15-8	NAV	NAV	307	-80	136.2	2.08E-04	1.19	8.23
PARIS III	2-ethyl-2-methyl-1,3-dioxolane	126-39-6	NAV	NAV	116.5	-53.89	13	2.09E+01	0.93	2.07
PARIS III	2,3-di(nonanoyloxy)propyl nonanoate	126-53-4	NAV	NAV	365.72	16.77	238.67	4.77E-08	0.95	4.12
PARIS III	tris(2-methylpropyl) phosphate	126-71-6	NAV	NAV	264	-74.09	125.8	1.40E-03	0.98	2.18
PARIS III	tris[2,3-bis(bromanyl)propyl] phosphate	126-72-7	NAV	NAV	308.71	5.5	282.9	1.90E-04	2.32	77.86
PARIS III	tributyl phosphate	126-73-8	NAV	NAV	289	-79	193.3	1.13E-03	0.99	3.55
PARIS III	2,2-diethoxypropane	126-84-1	NAV	NAV	114	-63.86	2	1.94E+01	0.82	0.65
PARIS III	2-methylprop-2-enenitrile	126-98-7	NAV	NAV	90.3	-35.8	12	7.11E+01	0.8	0.51
PARIS III	2-chloranylbuta-1,3-diene	126-99-8	NAV	NAV	59.4	-130	2.8	2.16E+01	0.92	0.4
PARIS III	1-chloranylpropan-2-ol	127-00-4	NAV	NAV	127	-59.02	51.7	2.57E+00	1.11	5.69
PARIS III	2-oxidanylidenepropanoic acid	127-17-3	NAV	NAV	180.94	13.8	54.3	1.29E+00	1.26	2.18
PARIS III	1,1,2,2-tetrakis(chloranyl)ethene	127-18-4	NAV	NAV	121.3	-22.3	27.4	1.85E+01	1.65	0.84
PARIS III	N,N-dimethylethanamide	127-19-5	NAV	NAV	165	-20	66	2.00E+00	0.94	1.94
PARIS III	1,3-bis(chloranyl)-1,1,3,3-tetrakis(fluoranyl)propan-2-one	127-21-9	NAV	NAV	44.5	-91.69	2	1.40E+01	1.66	0.55
PARIS III	(E)-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-one	127-41-3	NAV	NAV	262.08	-1.7	115	1.73E-02	0.93	3.42
PARIS III	1,1,1,2-tetrakis(chloranyl)-3-[2,3,3,3-tetrakis(chloranyl)propoxy]propane	127-90-2	NAV	NAV	310.87	-50	134.4	4.40E-03	1.67	1.83
PARIS III	6,6-dimethyl-4-methylidene-bicyclo[3.1.1]heptane	127-91-3	NAV	NAV	166	-61.5	34.9	2.93E+00	0.88	2.44
PARIS III	1-(6,6-dimethyl-4-bicyclo[3.1.1]hept-3-enyl)propan-2-ol	128-50-7	NAV	NAV	235	23.04	98.9	8.40E-03	0.98	38.08
PARIS III	dimethyl benzene-1,2-dicarboxylate	131-11-3	NAV	NAV	283.7	5.5	150	3.08E-03	1.19	5.61
PARIS III	dipropyl benzene-1,2-dicarboxylate	131-16-8	NAV	NAV	317.5	-13.79	156.99	1.32E-04	1.08	8.12
PARIS III	dipentyl benzene-1,2-dicarboxylate	131-18-0	NAV	NAV	342	-42.38	188.8	8.85E-06	1.03	21.32
PARIS III	diethyl 2-butylpropanedioate	133-08-4	NAV	NAV	237.5	7.43	93	1.85E-02	0.98	2.37
PARIS III	diethyl 2-ethylpropanedioate	133-13-1	NAV	NAV	208	-17.05	88	7.58E-02	1	1.25
PARIS III	methyl 2-azanylbenzoate	134-20-3	NAV	NAV	256	24.5	112.9	2.71E-02	1.17	6.88
PARIS III	1,2-diethylbenzene	135-01-3	NAV	NAV	184	-31.2	49.4	1.05E+00	0.86	1.15
PARIS III	butan-2-ylbenzene	135-98-8	NAV	NAV	173.5	-82.7	52	1.75E+00	0.86	27.99
PARIS III	butyl benzoate	136-60-7	NAV	NAV	250.3	-22.4	107	9.98E-03	1.01	2.39
PARIS III	2-pentylphenol	136-81-2	NAV	NAV	239.06	3.95	126.3	1.46E-02	0.96	4.1
PARIS III	2-heptylcyclopentan-1-one	137-03-1	NAV	NAV	253.62	-12.59	98.6	1.52E-02	0.89	2.74
PARIS III	methyl 2-cyanoprop-2-enoate	137-05-3	NAV	NAV	176.41	-2.18	67.6	9.23E-01	1.08	1.44563
PARIS III	2-methylbutan-1-ol	137-32-6	NAV	NAV	128	-94.52	43	3.12E+00	0.82	4.3
PARIS III	bromanylcyclopentane	137-43-9	NAV	NAV	137.5	-76.83	35	6.75E+00	1.44	1.3
PARIS III	bis(2-ethylhexyl) benzene-1,3-dicarboxylate	137-89-3	NAV	NAV	382.33	-24.21	208.4	8.70E-07	0.98	48.5
PARIS III	butyl 2-oxidanylpropanoate	138-22-7	NAV	NAV	186	-28	71	1.70E-01	0.98	5.63
PARIS III	1-methyl-4-prop-1-en-2-yl-cyclohexene	138-86-3	NAV	NAV	176	-95	46	1.55E+00	0.84	1.21
PARIS III	2,3-di(propanoyloxy)propyl propanoate	139-45-7	NAV	NAV	277.23	23.22	120.8	7.88E-05	1.1	8.36
PARIS III	2-[ethyl(2-hydroxyethyl)amino]ethanol	139-87-7	NAV	NAV	247	-50	123.9	2.05E-03	1.01	29.98
PARIS III	methyl (Z)-12-acetyloxyoctadec-9-enoate	140-03-4	NAV	NAV	347.27	-14.03	198	1.42E-06	0.93	12.14
PARIS III	2-methoxyethyl (Z)-12-acetyloxyoctadec-9-enoate	140-05-6	NAV	NAV	348.49	-18.26	196.9	3.92E-08	0.96	6.44
PARIS III	(phenylmethyl) ethanoate	140-11-4	NAV	NAV	213	-51.3	102.2	1.80E-01	1.06	2.3
PARIS III	(phenylmethyl) dodecanoate	140-25-0	NAV	NAV	365.46	8.5	135.04	3.77E-06	0.94	20.55
PARIS III	2-phenylethanenitrile	140-29-4	NAV	NAV	233.5	-23.8	101	8.93E-02	1.01	1.93
PARIS III	(4-methylphenyl) ethanoate	140-39-6	NAV	NAV	212.5	18.17	90	5.37E-02	1.05	2.27
PARIS III	5-ethenyl-2-methyl-pyridine	140-76-1	NAV	NAV	181	3.25	56.6	1.18E+00	0.95	1.31
PARIS III	N1,N1-diethylpentane-1,4-diamine	140-80-7	NAV	NAV	201	-33.43	68.3	2.80E-01	0.82	2.05
PARIS III	2-[2-(diethylamino)ethoxy]ethanol	140-82-9	NAV	NAV	221.5	8.39	95.8	3.75E-02	0.94	7.08
PARIS III	ethyl prop-2-enoate	140-88-5	NAV	NAV	99.4	-71.2	15.56	3.86E+01	0.91	0.863914
PARIS III	bis(2-ethylhexyl) (E)-but-2-enedioate	141-02-6	NAV	NAV	300	-10	190.4	8.03E-06	0.94	34.06576
